,종목명,진행상황,시장구분,종목코드,업종,대표자,기업구분,본점소재지,홈페이지,대표전화,최대주주,매출액,법인세비용차감전계속사업이익,순이익,자본금,총공모주식수,액면가,상장공모,희망공모가액,청약경쟁률,확정공모가,공모금액,주간사,주식수,청약한도,공모청약일,우리사주조합,우리사주조합 청약증거금율,기관투자자등,기관투자자 최고한도,일반투자자 청약증거금율,기관경쟁률,의무보유확약
1254,삼강엠앤티,신규상장,코스닥,100090,강관 제조업,송무석 (宋武錫),중소일반,경남 밀양시 하남읍 양동리 180-7,www.sam-kang.com,055-391-7020,송무석/송정석외 7명 ( 97.88 % ),"62,317 (백만원)","5,640 (백만원)","4,511 (백만원)","2,250 (백만원)","1,900,000 주",500 원,"신주모집 : 1,900,000 주 (100%)","8,200 ~ 10,000 원",157.13:1,"6,500 원","12,350 (백만원)",신영증권,"380,000 주","35,000 주",2008.07.21 ~  2008.07.22,"285,000 주",100%,"1,235,000 주","1,235,000 주",50%,,0.00%
1255,아이엠,신규상장,코스닥,101390,가전제품 및 부품 도매업,손을재,중소벤쳐,경기도 수원시 팔달구 인계동 1125번지 6층,www.im-electronics.com,031-234-3114,손을재외 6인(45.65%),"66,452 (백만원)","9,198 (백만원)","7,567 (백만원)","4,000 (백만원)","2,000,000 주",500 원,"신주모집 : 2,000,000 주 (100%)","7,700 ~ 9,100 원",19.86:1,"5,000 원","10,000 (백만원)",한국투자증권,"400,000 주","40,000 주",2008.07.14 ~  2008.07.15,"400,000 주",100%,"1,200,000 주","1,200,000 주",50%,,0.00%
1256,LG이노텍,신규상장,거래소,011070,방송 및 무선통신기기 제조업,허영호,대기업,서울 영등포구 여의도동 20번지 LG트윈타워 서관33층,www.lginnotek.com,02-3777-1114,LG전자(69.80%),"1,321,354 (백만원)","30,930 (백만원)","25,176 (백만원)","255,869 (백만원)","3,400,000 주","5,000 원","신주모집 : 3,400,000 주 (100%)","50,000 ~ 60,000 원",0.66:1,"40,500 원","137,700 (백만원)",대우증권,"680,000 주","5,000 주",2008.07.14 ~  2008.07.15,"680,000 주",100%,"2,040,000 주","2,040,000 주",50%,,0.88%
1257,한텍엔지니어링,신규상장,코스닥,076080,그외 기타 분류 안된 특수목적용 기계 제조업,양현식 (梁鉉植),중소벤쳐,경기 화성군 향남면 구문천리 925-1,www.welcronhantec.co.kr,031-350-8900,양현식 외 3명 ( 47.71 % ),"22,489 (백만원)","4,068 (백만원)","3,371 (백만원)","2,100 (백만원)","1,800,000 주",500 원,"신주모집 : 1,800,000 주 (100%)","10,200 ~ 11,500 원",0.41:1,"8,500 원","15,300 (백만원)",굿모닝신한증권,"360,000 주","30,000 주",2008.07.07 ~  2008.07.08,"180,000 주",100%,"1,260,000 주","1,260,000 주",50%,,9.73%
1258,코리아에스이,신규상장,코스닥,101670,금속 조립구조재 제조업,남홍기 (南鴻基),중소일반,경기도 광주군 오포면 문형리 744-27번지,www.korease.co.kr,031-766-4822,(주)SE외 4명 ( 69.82 % ),"13,198 (백만원)","2,718 (백만원)","2,401 (백만원)","1,500 (백만원)","960,000 주",500 원,"신주모집 : 960,000 주 (100%)","6,000 ~ 7,000 원",2.65:1,"5,500 원","5,280 (백만원)",동양증권,"192,000 주","15,000 주",2008.07.03 ~  2008.07.04,"94,000 주",100%,"674,000 주","674,000 주",50%,,0.00%
1259,슈프리마,신규상장,코스닥,094840,유선통신기기 제조업,이재원,중소일반,경기도 성남시 분당구 정자동 6번지 파크뷰상가 16층,www.suprema.co.kr,031-783-4505,-,"11,218 (백만원)","4,513 (백만원)","3,974 (백만원)","1,221 (백만원)","600,000 주",500 원,"신주모집 : 600,000 주 (100%)","27,100 ~ 34,000 원",0.73:1,"27,100 원","16,260 (백만원)",한국투자증권,120000 주,12 주,2008.07.02 ~  2008.07.03,60000 주,100%,420000 주,420 주,50%,,0.00%
1260,명문제약,신규상장,거래소,017180,의료용품 및 기타 의약관련제품 제조업,이규혁/우석민,중소일반,[445-920]  경기도 화성군 향남면 상신리 901-1,www.mmpharm.co.kr,031-353-3519,우석민(64.92%),"60,928 (백만원)","8,617 (백만원)","6,583 (백만원)","25,749 (백만원)","2,539,160 주",500 원,"신주모집 : 2,539,160 주 (100%)","6,300 ~ 7,100 원",1.82:1,"6,000 원","15,235 (백만원)",우리투자증권,"507,832 주","16,000 주",2008.07.01 ~  2008.07.02,"507,832 주",100%,"1,523,496 주","1,523,496 주",50%,,0.00%
1261,이스트소프트,신규상장,코스닥,047560,"기타 소프트웨어 자문, 개발 및 공급업",김장중 (金將中),중소벤쳐,서울 관악구 봉천4동 867-12,www.estsoft.com,02) 583-4620,김장중,"12,826 (백만원)","3,568 (백만원)","2,867 (백만원)","2,002 (백만원)","445,000 주",500 원,"신주모집 : 445,000 주 (100%)","9,000 ~ 12,000 원",298.48:1,"9,800 원","4,361 (백만원)",한화증권,"89,000 주","9,000 주",2008.06.19 ~  2008.06.20,"89,000 주",100%,"267,000 주","267,000 주",50%,,0.00%
1262,서울옥션,신규상장,코스닥,063170,"도소매, 기타중개, 무역, 금융",윤철규,중소벤쳐,서울 종로구 평창동 98번지,www.seoulauction.com,02-395-1161,이호재외 14명 ( 42.51 % ),"39,172 (백만원)","14,040 (백만원)","10,040 (백만원)","6,594 (백만원)","3,311,670 주",500 원,"신주모집 : 3,311,670 주 (100%)","9,000 ~ 12,000 원",3.09:1,"11,000 원","36,428 (백만원)",우리투자증권,"662,334 주","14,000 주",2008.06.19 ~  2008.06.20,"331,167 주",100%,"2,318,169 주","2,318,169 주",50%,,0.00%
1263,비유와상징,신규상장,거래소,100220,서적 출판업,양태회,중소일반,서울 구로구 구로3동 811 코오롱싸이언스밸리 2차 1301호(152-878),company.visang.com,02-2176-7100,-,"65,800 (백만원)",0 (백만원),"13,500 (백만원)","4,100 (백만원)","1,791,000 주",500 원,"신주모집 : 1,791,000 주 (100%)","36,000 ~ 40,000 원",0.67:1,"33,000 원","59,103 (백만원)",현대증권,"358,200 주","10,000 주",2008.06.19 ~  2008.06.20,"358,200 주",100%,"1,074,000 주","1,074,600 주",50%,,0.00%
1264,씨디아이홀딩스,신규상장,코스닥,096240,언어 학원,김영화 (金永和),중소일반,서울 강남구 대치4동 890-20 KTF타워 17층,www.chungdahm.com,02-3429-9467,김영화외 8명 ( 52.72 % ),"62,858 (백만원)","10,283 (백만원)","6,483 (백만원)","2,652 (백만원)","490,530 주",500 원,"신주모집 : 490,530 주 (100%)","30,000 ~ 33,000 원",290.24:1,"33,000 원","16,187 (백만원)",삼성증권,"98,106 주","4,500 주",2008.06.16 ~  2008.06.17,"98,106 주",100%,"294,318 주","294,318 주",50%,,0.00%
1265,윌덱스,신규상장,코스닥,101160,"다이오드, 트랜지스터 및 유사반도체 제조업",배종식,중소일반,경북 구미시 고아읍 항곡리 360,www.worldexint.com,054-456-9980,배종식 외 1명,"30,300 (백만원)","6,560 (백만원)","5,774 (백만원)","2,500 (백만원)","2,000,000 주",500 원,"신주모집 : 2,000,000 주 (100%)","9,100 ~ 10,300 원",4.28:1,"10,000 원","20,000 (백만원)",한국투자증권,"400,000 주","40,000 주",2008.06.11 ~  2008.06.12,"300,000 주",100%,"1,300,000 주","1,300,000 주",50%,,0.00%
1266,쎄트렉아이,신규상장,코스닥,099320,"항공기, 우주선 및 보조장치 제조업",박성동,중소일반,대전 유성구 전민동 461-26번지,www.satreci.com,042-365-7504,-,"18,604 (백만원)","5,619 (백만원)","4,785 (백만원)","1,320 (백만원)","234,000 주",500 원,"신주모집 : 234,000 주 (100%)","33,500 ~ 43,000 원",636.52:1,"43,000 원","10,062 (백만원)",한국투자증권,"46,800 주","4,500 주",2008.06.04 ~  2008.06.05,"46,800 주",100%,"140,400 주","140,400 주",50%,,0.00%
1267,브리지텍,신규상장,코스닥,064480,소프트웨어/솔루션,이상호,중소일반,서울 영등포구 여의도동 27-2 사학연금회관 14~15층,www.bridgetec.co.kr,,-,"18,689 (백만원)","2,325 (백만원)","1,782 (백만원)","3,575 (백만원)","1,787,500 주",500 원,"신주모집 : 1,787,500 주 (100%)","2,700 ~ 3,100 원",366.98:1,"3,100 원","5,541 (백만원)",굿모닝신한,"357,500 주","30,000 주",2008.05.26 ~  2008.05.27,"357,500 주",100%,"1,072,500 주","1,072,500 주",50%,,0.00%
1268,고영테크놀러지,신규상장,코스닥,098460,반도체 제조용 기계 제조업,고광일,중소벤쳐,서울 금천구 가산동 470-5 에이스테크노타워10차 1405호,www.kohyoung.com,02 -6670-5004,고광일외 4명 ( 24.37 % ),"16,629 (백만원)","3,202 (백만원)","2,928 (백만원)","2,106 (백만원)","1,055,000 주",500 원,"신주모집 : 1,055,000 주 (100%)","10,000 ~ 11,500 원",291.55:1,"11,500 원","12,133 (백만원)",한국투자증권,"211,000 주","20,000 주",2008.05.22 ~  2008.05.23,"211,000 주",100%,"633,000 주","633,000 주",50%,,0.00%
1269,제이씨엔터테인먼트,신규상장,코스닥,067000,게임 소프트웨어 제작업,김양신,중소벤쳐,경기 성남시 분당구 야탑동 367-1,www.joycity.com,031-789-6620,김양신외 8명 ( 54.6 % ),"27,876 (백만원)","14,559 (백만원)","11,009 (백만원)","3,643 (백만원)","2,000,000 주",500 원,"신주모집 : 2,000,000 주 (100%)","8,500 ~ 10,500 원",175:1,"10,500 원","21,000 (백만원)",삼성증권,"400,000 주","20,000 주",2008.05.21 ~  2008.05.22,"400,000 주",100%,"1,200,000 주","1,200,000 주",50%,,0.00%
1270,세미텍,신규상장,코스닥,081220,"다이오드, 트랜지스터 및 유사반도체 제조업",김원용 (金元龍),중소벤쳐,충북 진천군 이월면 미잠리 432-6,,043-530-1300,김원용외 6명 ( 47.65 % ),"50,036 (백만원)","3,765 (백만원)","4,154 (백만원)","3,776 (백만원)","1,697,020 주",500 원,"신주모집 : 1,697,020 주 (100%)","6,000 ~ 7,000 원",988.71:1,"5,000 원","8,485 (백만원)",동양증권,"339,404 주","30,000 주",2008.05.13 ~  2008.05.14,"339,404 주",100%,"1,018,212 주","1,018,212 주",50%,,0.00%
1271,테스,신규상장,코스닥,095610,"반도체 관련 장비의 연구개발, 제작 및 판매",주숭일,중소벤쳐,경기도 용인시 처인구 양지면 제일리 640-1,www.hites.co.kr,031-323-2552,주숭일외 5명 ( 47.96 % ),"34,484 (백만원)","7,358 (백만원)","6,425 (백만원)","1,927 (백만원)","851,455 주",500 원,"신주모집 : 851,455 주 (100%)","33,000 ~ 38,000 원",323:1,"34,000 원","28,949 (백만원)",하나IB증권,"170,291 주","16,000 주",2008.05.07 ~  2008.05.08,"179,291 주",100%,"510,873 주","510,873 주",50%,,0.00%
1272,우진비앤지,신규상장,코스닥,018620,동물용약제품제조업,강석진,중소일반,경기 화성군 양감면 송산리 528-5,www.woogenebng.com,031-352-0185,강석진외 6명 ( 72.35 % ),"13,597 (백만원)","1,502 (백만원)","1,145 (백만원)","1,400 (백만원)","1,200,000 주",500 원,"신주모집 : 1,200,000 주 (100%)","3,600 ~ 4,100 원",659.15:1,"4,000 원","4,800 (백만원)",한국투자증권,"120,000 주","10,000 주",2008.05.07 ~  2008.05.08,"120,000 주",100%,"840,000 주","840,000 주",50%,,0.00%
1273,엘디티,신규상장,코스닥,096870,전자집적회로 제조업,김철호,중소벤쳐,충북 청원군 오창면 양청리 685-3,www.ldt.co.kr,043-218-0332,(주)티에스이외 3명 ( 61.73 % ),"20,161 (백만원)","2,714 (백만원)","2,333 (백만원)","2,502 (백만원)","1,255,342 주",500 원,"신주모집 : 1,255,342 주 (100%)","3,700 ~ 4,300 원",569.84:1,"3,800 원","4,770 (백만원)",한국투자증권,"251,069 주","24,000 주",2008.04.23 ~  2008.04.24,"62,767 주",100%,"941,506 주","941,506 주",50%,,8.95%
1274,예스이십사,신규상장,코스닥,053280,전자 상거래업,김동녕,중소일반,서울 영등포구 여의도동 15 한섬빌딩 9층,www.yes24.com,02-3215-9115,한세실업(주)외 1명 ( 66.53 % ),"176,850 (백만원)","2,070 (백만원)","2,070 (백만원)","6,875 (백만원)","3,450,002 주",500 원,"신주모집 : 3,450,002 주 (100%)","6,500 ~ 7,500 원",302.7:1,"6,300 원","21,735 (백만원)",동양증권,"690,002 주","50,000 주",2008.04.23 ~  2008.04.24,"276,000 주",100%,"2,484,000 주","2,484,000 주",50%,,0.00%
1275,실리콘화일,신규상장,코스닥,082930,전자집적회로 제조업,신백규,중소벤쳐,서울 서초구 양재동75-1예원빌딩 9층,www.siliconfile.com,02-578-9314,-,"23,784 (백만원)","2,328 (백만원)","3,360 (백만원)","2,723 (백만원)","1,500,000 주",500 원,"신주모집 : 1,500,000 주 (100%)","9,000 ~ 12,000 원",261.81:1,"6,000 원","9,000 (백만원)",현대증권,"300,000 주","15,000 주",2008.04.16 ~  2008.04.17,"75,000 주",100%,"1,125,000 주","1,125,000 주",50%,,0.00%
1276,메타바이오메드,신규상장,코스닥,059210,치과용 기기 제조업,오석송,중소일반,충북 청주시 흥덕구 모충동 414-12,www.meta-biomed.com,043-218-1981,오석송외 1명 (32.37 % ),"11,022 (백만원)","1,046 (백만원)","1,057 (백만원)","2,000 (백만원)","1,000,000 주",500 원,"신주모집 : 1,000,000 주 (100%)","10,500 ~ 13,000 원",980:1,"9,000 원","9,000 (백만원)",한국투자증권,"200,000 주","20,000 주",2008.04.03 ~  2008.04.04,"100,000 주",100%,"700,000 주","700,000 주",50%,,13.57%
1277,효성오앤비,신규상장,코스닥,097870,기타 비료 및 질소화합물 제조업,임성빈,중소일반,충남 아산시 신동 279-10,www.hsonb.com,042-624-7613,박태헌외 7명 ( 68.79 % ),"18,190 (백만원)","3,100 (백만원)","2,616 (백만원)","2,000 (백만원)","1,800,000 주",500 원,"신주모집 : 1,800,000 주 (100%)","8,500 ~ 11,000 원",269.18:1,"7,500 원","13,500 (백만원)",SK증권,"540,000 주","50,000 주",2008.03.26 ~  2008.03.27,0 주,100%,"1,260,000 주","1,260,000 주",50%,,2.00%
1278,네패스신소재,신규상장,코스닥,087730,반도체 및 기타 전자부품제조업,서태석,중소벤쳐,전북 익산시 팔봉동 841,esmom.co.kr,063-833-2020,-,"12,725 (백만원)",105 (백만원),870 (백만원),"1,100 (백만원)","660,000 주",500 원,"신주모집 : 660,000 주 (100%)","6,200 ~ 6,800 원",167:1,"4,400 원","2,904 (백만원)",우리투자증권,"132,000 주","4,000 주",2008.03.25 ~  2008.03.26,"132,000 주",100%,"396,000 주",396 주,50%,,0.00%
1279,제너시스템즈,신규상장,코스닥,073930,"기타 소프트웨어 자문, 개발 및 공급업",강용구 (姜 勇 求),중소벤쳐,서울 강남구 논현동 261 현대인텔렉스 빌딩 3~4층,,02-3438-5000,다우기술외 10명 ( 39.5 % ),"21,458 (백만원)","3,191 (백만원)","3,514 (백만원)","3,963 (백만원)","1,760,000 주",500 원,"신주모집 : 1,760,000 주 (100%)","5,500 ~ 6,500 원",176.8:1,"3,500 원","6,160 (백만원)",한국투자증권,"352,000 주","34,000 주",2008.03.17 ~  2008.03.18,"334,400 주",100%,"1,073,600 주","1,073,600 주",50%,,25.38%
1280,텔레필드,신규상장,코스닥,091440,유선통신기기 제조업,박노택,중소벤쳐,경기 성남시 중원구 상대원동 146-7,www.telefield.com,031-730-5900,박노택외 2명 ( 45.03 % ),"17,305 (백만원)","3,547 (백만원)","3,275 (백만원)","1,217 (백만원)","1,043,600 주",500 원,"신주모집 : 1,043,600 주 (100%)","11,000 ~ 13,000 원",7.82:1,"5,000 원","5,218 (백만원)",굿모닝신한증권,"208,720 주","20,000 주",2008.01.22 ~  2008.01.23,"52,180 주",100%,"782,700 주","782,700 주",50%,,0.00%
1281,넥실리온,신규상장,코스닥,098400,전자집적회로 제조업,배성옥,중소벤쳐,서울 강남구 삼성동 143-39 신일빌딩 11층,,02-2033-8500,배성옥 외 3명 ( 42.39 % ),"8,877 (백만원)","3,762 (백만원)","3,869 (백만원)","2,025 (백만원)","1,050,000 주",500 원,"신주모집 : 1,050,000 주 (100%)","6,200 ~ 7,200 원",20.3:1,"3,500 원","3,675 (백만원)",한국투자증권,"210,000 주","20,000 주",2008.01.21 ~  2008.01.22,"136,500 주",100%,"703,500 주","703,500 주",50%,,0.00%
1282,네오엠텔,신규상장,코스닥,096040,"기타 소프트웨어 자문, 개발 및 공급업",김윤수,중소벤쳐,"서울 강남구 역삼동 823-30 라인빌딩 8,9층",www.e-trons.co.kr,02-2020-8000,㈜에스씨디외 3명 ( 46.01 % ),"10,220 (백만원)","2,458 (백만원)","2,458 (백만원)","1,800 (백만원)","900,000 주",500 원,"신주모집 : 900,000 주 (100%)","13,000 ~ 14,200 원",345:1,"8,500 원","7,650 (백만원)",삼성증권,"180,000 주","9,000 주",2008.01.16 ~  2008.01.17,"135,000 주",100%,"585,000 주",- 주,50%,,0.00%
1283,엔케이,신규상장,거래소,085310,설치용 금속탱크 및 저장용기 제조업,박윤소,중소일반,부산광역시 사하구 신평 1동 497번지,www.nkcf.com,051-200-0241,박윤소 외 88.1%,"114,330 (백만원)","4,742 (백만원)","4,040 (백만원)","5,000 (백만원)","3,200,000 주",500 원,"신주모집 : 3,200,000 주 (100%)","11,900 ~ 15,500 원",4.08:1,"10,000 원","32,000 (백만원)",한국투자증권,"640,000 주","50,000 주",2008.01.16 ~  2008.01.17,"640,000 주",100%,"1,920,000 주","1,920,000 주",50%,,0.53%
1284,코웰이홀딩스,신규상장,코스닥,900020,기타광학기기,곽정환,중소일반,"PO Box 309GT,Ugland House,South Church Street,George Town,Grand Cayman, Cayman Islands",,032-327-8180,-,"21,529 (백만원)","2,007 (백만원)","1,939 (백만원)",- (백만원),"11,200,000 주",100 원,"신주모집 : 11,200,000 주 (100%)","3,000 ~ 3,500 원",6.62:1,"2,000 원","22,400 (백만원)",교보증권,"2,240,000 주","50,000 주",2008.01.16 ~  2008.01.18,- 주,100%,"8,960,0000 주","8,960,000 주",50%,,11.16%
1285,마이스코,신규상장,코스닥,088700,제철 및 제강업,"이상명, 배형일",중소일반,경남 김해시 주촌면 내삼리 1074-3,www.mysco.co.kr,1544-1728,-,"62,585 (백만원)","7,792 (백만원)","6,283 (백만원)","2,500 (백만원)","2,200,000 주",500 원,"신주모집 : 2,200,000 주 (100%)","25,000 ~ 30,000 원",0.75:1,"18,000 원","39,600 (백만원)",교보증권,"440,000 주","10,000 주",2008.01.15 ~  2008.01.16,"100,000 주",100%,"1,660,000 주","1,660,000 주",50%,,14.67%
1286,에스맥,신규상장,코스닥,097780,방송 및 무선통신기기 제조업,이성철,중소일반,경기 수원시 팔달구 매탄3동 520-7,www.s-mac.co.kr,031-895-2100,이성철외 6명 ( 40.76 % ),"70,337 (백만원)","5,770 (백만원)","5,312 (백만원)","2,223 (백만원)","1,700,000 주",500 원,"신주모집 : 1,700,000 주 (100%)","7,200 ~ 8,200 원",82.4:1,"3,500 원","5,950 (백만원)",한국투자증권,"340,000 주","34,000 주",2008.01.14 ~  2008.01.15,- 주,100%,"1,360,000 주","1,360,000 주",50%,,0.00%
1287,일신랩,신규상장,코스닥,068330,산업용 냉장 및 냉동장비 제조업,홍성대,중소벤쳐,경기 양주군 남면 입암2리 82,www.ilshinlab.co.kr,02-491-4073,홍성대외 10명 ( 48.43 % ),"8,630 (백만원)","1,341 (백만원)","1,049 (백만원)","1,430 (백만원)","800,000 주",500 원,"신주모집 : 800,000 주 (100%)","6,000 ~ 7,000 원",536:1,"4,500 원","3,600 (백만원)",현대증권,"160,000 주","15,000 주",2007.12.13 ~  2007.12.14,"80,000 주",100%,"560,000 주","560,000 주",50%,,0.00%
1288,쎄믹스,신규상장,코스닥,096630,반도체 제조용 기계 제조업,유완식,중소벤쳐,경기도 성남시 분당구 야탑동 145 분당테크노파크C동 803호,www.syconnect.co.kr,031-707-3233,유완식외 6명 ( 35.24 % ),"13,205 (백만원)","1,981 (백만원)","1,946 (백만원)","1,915 (백만원)","957,500 주",500 원,"신주모집 : 957,500 주 (100%)","5,500 ~ 7,000 원",381:1,"3,300 원","3,160 (백만원)",CJ투자증권,"191,500 주","19,000 주",2007.12.12 ~  2007.12.13,"160,000 주",100%,"606,000 주","606,000 주",50%,,0.00%
1289,미성포리테크,신규상장,코스닥,094700,방송 및 무선통신기기 제조업,김종달 (金鍾達),중소일반,경기 부천시 원미구 춘의동 196-3,www.mspt.co.kr,032-665-2256,김종달외 6명 ( 83.58 % ),"62,819 (백만원)","7,425 (백만원)","5,327 (백만원)","2,800 (백만원)","2,400,000 주",500 원,"신주모집 : 2,400,000 주 (100%)","7,000 ~ 8,000 원",18.06:1,"6,300 원","15,120 (백만원)",굿모닝신한증권,"480,000 주","30,000 주",2007.12.10 ~  2007.12.11,"240,000 주",100%,"1,680,000 주","1,680,000 주",50%,,0.00%
1290,서원인텍,신규상장,코스닥,093920,그외 기타 고무제품 제조업,김영환 (金永煥),중소일반,경기 군포시 당정동 363-5,www.seowonintech.co.kr,031-428-9500,김재윤외 9명 ( 94.69 % ),"115,744 (백만원)","13,452 (백만원)","9,285 (백만원)","3,400 (백만원)","2,500,000 주",500 원,"신주모집 : 2,500,000 주 (100%)","7,000 ~ 8,000 원",0.59:1,"6,000 원","15,000 (백만원)",교보증권,"1,662,500 주","20,000 주",2007.12.10 ~  2007.12.11,"337,500 주",100%,"500,000 주","1,662,500 주",50%,,0.00%
1291,이씨에스텔레콤,신규상장,코스닥,067010,유선통신기기 제조업,현해남 (玄海男),중소벤쳐,서울 서초구 서초동 1543-1,www.ecstel.co.kr,02-3415-8300,현해남 외 4인외 5명 ( 36.88 % ),"26,413 (백만원)","3,308 (백만원)","2,665 (백만원)","3,000 (백만원)","1,500,000 주",500 원,"신주모집 : 1,500,000 주 (100%)","3,200 ~ 4,000 원",435:1,"2,500 원","3,750 (백만원)",현대증권,"300,000 주","24,000 주",2007.12.07 ~  2007.12.10,"300,000 주",100%,"900,000 주","900,000 주",50%,,0.00%
1292,대창메탈,신규상장,코스닥,096350,선박 구성부분품 제조업,박정호 (朴正浩),중소일반,부산 사하구 다대1동 1580-5,www.dcm.co.kr,051-264-0831,박정호외 10명 ( 90.79 % ),"48,274 (백만원)","6,981 (백만원)","5,498 (백만원)","4,094 (백만원)","3,012,517 주",500 원,"신주모집 : 3,012,517 주 (100%)","9,500 ~ 11,500 원",187:1,"6,500 원","19,581 (백만원)",미래에셋증권,"603,000 주","20,000 주",2007.12.04 ~  2007.12.05,"80,000 주",100%,"2,329,517 주","2,329,517 주",50%,,4.40%
1293,한전KPS,,거래소,051600,일반전기 공사업,,,,,,,- (백만원),0 (백만원),- (백만원),- (백만원),"9,000,000 주",200 원,"신주모집 : 9,000,000 주 (100%)","11,000 ~ 13,300 원",112:1,"13,300 원","119,700 (백만원)",굿모닝신한증권,"1,800,000 주","50,000 주",2007.12.03 ~  2007.12.05,"1,800,000 주",100%,"5,400,000 주","5,400,000 주",50%,,71.00%
1294,위즈위드,신규상장,코스닥,069920,화물 운송 주선업,김종수 (金宗秀),중소벤쳐,서울 강남구 역삼동 682 남전빌딩,www.wizwid.com,2191-3615,(주)아이에스이네트워크 등외 6명 ( 46.7 % ),"16,478 (백만원)","2,845 (백만원)","3,140 (백만원)","5,109 (백만원)","2,242,000 주",500 원,"신주모집 : 2,242,000 주 (100%)","6,500 ~ 7,500 원",17.6:1,"5,200 원","11,658 (백만원)",굿모닝신한증권,"448,400 주","30,000 주",2007.11.26 ~  2007.11.27,"224,200 주",100%,"1,569,400 주","1,569,400 주",50%,,24.00%
1295,성진지오텍,신규상장,거래소,051310,기타 구조용 금속제품 제조업,전정도,중소일반,울산광역시 남구 성암동 Jan-07,www.poscoplantec.co.kr,052-228-5801,-,"214,862 (백만원)","18,773 (백만원)","13,232 (백만원)","87,655 (백만원)","5,714,500 주",500 원,"신주모집 : 5,714,500 주 (100%)","14,000 ~ 17,000 원",2.33:1,"14,000 원","80,003 (백만원)",대우증권,"1,142,900 주","10,000 주",2007.11.19 ~  2007.11.20,"1,142,900 주",100%,"3,428,700 주","3,428,700 주",50%,,20.00%
1296,화풍방직,신규상장,거래소,950010,지주회사,채진영,중소일반,Century Yard Cricket Square Hutchins Drive P.O Box,www.huafeng.com.hk,02-768-3801,채진영(48.51%),"74,283 (백만원)",0 (백만원),"10,777 (백만원)","72,836 (백만원)","6,000,000 주",- 원,"신주모집 : 6,000,000 주 (100%)","5,212 ~ 5,212 원",151:1,"5,600 원","33,600 (백만원)",대우증권,"1,200,000 주","40,000 주",2007.11.13 ~  2007.11.15,0 주,100%,"4,800,000 주",- 주,50%,,47.25%
1297,세실,신규상장,코스닥,084450,생물학적 제제 제조업,이원규 (李元圭),중소벤쳐,충남 논산시 연무읍 동산리 135,,041-742-7114,이원규외 4명 ( 48.88 % ),"10,466 (백만원)","3,798 (백만원)","4,011 (백만원)","4,900 (백만원)","2,500,000 주",500 원,"신주모집 : 2,500,000 주 (100%)","11,000 ~ 13,000 원",21:1,"11,000 원","27,500 (백만원)",CJ투자증권,"500,000 주","50,000 주",2007.11.08 ~  2007.11.09,"300,000 주",100%,"1,700,000 주","1,700,000 주",50%,,27.02%
1298,알에프세미,신규상장,코스닥,096610,"다이오드, 트랜지스터 및 유사반도체 제조업",이진효,중소일반,(305-764) 대전 유성구 궁동 220 충남대학교 산학연교,www.rfsemi.co.kr,042-823-9682~3,-,"10,408 (백만원)","3,279 (백만원)","2,789 (백만원)","2,224 (백만원)","900,000 주",500 원,"신주모집 : 900,000 주 (100%)","6,500 ~ 7,500 원",84:1,"4,800 원","4,320 (백만원)",대우증권,"180,000 주","18,000 주",2007.11.08 ~  2007.11.09,"90,000 주",100%,"630,000 주","630,000 주",50%,,0.00%
1299,디엔에프,신규상장,거래소,092070,그외 기타 분류안된 화학제품 제조업,김명운 (金銘雲),중소벤쳐,대전 대덕구 문평동 49-7,www.dnfsolution.com,042-932-7939,김명운외 5명 ( 33.26 % ),"14,399 (백만원)","6,252 (백만원)","5,591 (백만원)","2,209 (백만원)","830,000 주",500 원,"신주모집 : 830,000 주 (100%)","18,700 ~ 21,500 원",2.78:1,"12,000 원","9,960 (백만원)",한국투자증권,"166,000 주","16,000 주",2007.11.07 ~  2007.11.08,"83,000 주",100%,"581,000 주","581,000 주",50%,,0.00%
1300,씨모텍,신규상장,코스닥,081090,방송 및 무선통신기기 제조업,이 재 만 (李 在 滿),중소일반,서울 영등포구 여의도동 14-14 용산빌딩 8층,,02-368-9823,김영환외 5명 ( 35.7 % ),"34,448 (백만원)","5,078 (백만원)","5,691 (백만원)","3,159 (백만원)","1,581,700 주",500 원,"신주모집 : 1,581,700 주 (100%)","32,000 ~ 37,000 원",2.78:1,"23,000 원","36,379 (백만원)",동양증권,"316,340 주","30,000 주",2007.11.01 ~  2007.11.02,"79,085 주",100%,"1,186,275 주","1,186,275 주",50%,,22.13%
1301,제이에스전선,신규상장,거래소,005560,절연 금속선 및 케이블 제조업,황순철,대기업,(330-912) 충남 천안시 풍세면 보성리 569,www.jscable.co.kr,041-559-4800,LS전선㈜(지분율 : 95.5%),"302,099 (백만원)","10,188 (백만원)","11,929 (백만원)","46,893 (백만원)","2,000,000 주","5,000 원","신주모집 : 2,000,000 주 (100%)","20,000 ~ 24,000 원",383:1,"24,000 원","48,000 (백만원)",삼성증권,"400,000 주","8,000 주",2007.11.01 ~  2007.11.02,"400,000 주",100%,"1,200,000 주","1,200,000 주",50%,,0.00%
